,Gene,Promoter,CpG_chrm,CpG_beg,CpG_end
10974,STARD8,STARD8_2,chrX,68647613,68647673
10975,STARD8,STARD8_1,chrX,68693594,68693654
10976,EFNB1,EFNB1_1,chrX,68828971,68829031
10977,PJA1,PJA1_1,chrX,69165439,69165499
10978,FAM155B,FAM155B_1,chrX,69505282,69505342
10979,EDA,EDA_1,chrX,69616065,69616125
10980,IGBP1,IGBP1_2,chrX,70133410,70133470
10981,IGBP1,IGBP1_1,chrX,70133885,70133945
10982,PDZD11,PDZD11_1,chrX,70289916,70289976
10983,KIF4A,KIF4A_1,chrX,70290033,70290093
10984,GDPD2,GDPD2_1,chrX,70423062,70423122
10985,GDPD2,GDPD2_2,chrX,70423269,70423329
10986,DLG3,DLG3_2,chrX,70444964,70445024
10987,DLG3,DLG3_1,chrX,70452261,70452321
10988,SLC7A3,SLC7A3_1,chrX,70931085,70931145
10989,SNX12,SNX12_1,chrX,71068323,71068383
10990,FOXO4,FOXO4_1,chrX,71095801,71095861
10991,FOXO4,FOXO4_2,chrX,71096126,71096186
10992,CXorf65,CXorf65_2,chrX,71104414,71104474
10993,IL2RG,IL2RG_1,chrX,71111564,71111624
10994,MED12,MED12_1,chrX,71118546,71118606
10995,MED12,MED12_2,chrX,71118679,71118739
10996,NLGN3,NLGN3_1,chrX,71144793,71144853
10997,ZMYM3,ZMYM3_1,chrX,71254129,71254189
10998,ZMYM3,ZMYM3_4,chrX,71254529,71254589
10999,ZMYM3,ZMYM3_3,chrX,71254678,71254738
11000,ZMYM3,ZMYM3_2,chrX,71255252,71255312
11001,NONO,NONO_1,chrX,71283605,71283665
11002,TAF1,TAF1_2,chrX,71366188,71366248
11003,TAF1,TAF1_1,chrX,71366310,71366370
11004,TAF1,TAF1_3,chrX,71492203,71492263
11005,OGT,OGT_1,chrX,71533054,71533114
11006,CXCR3,CXCR3_1,chrX,71618500,71618560
11007,RGAG4,RGAG4_1,chrX,72131904,72131964
11008,RGAG4,RGAG4_2,chrX,72132049,72132109
11009,PIN4,PIN4_1,chrX,72181715,72181775
11010,ERCC6L,ERCC6L_1,chrX,72238974,72239034
11011,RPS4X,RPS4X_1,chrX,72277207,72277267
11012,CITED1,CITED1_2,chrX,72305903,72305963
11013,CITED1,CITED1_3,chrX,72306960,72307020
11014,CITED1,CITED1_1,chrX,72307146,72307206
11015,HDAC8,HDAC8_1,chrX,72572805,72572865
11016,PHKA1,PHKA1_2,chrX,72714091,72714151
11017,PHKA1,PHKA1_1,chrX,72714273,72714333
11018,CDX4,CDX4_1,chrX,73447049,73447109
11019,CHIC1,CHIC1_2,chrX,73563126,73563186
11020,CHIC1,CHIC1_1,chrX,73563241,73563301
11021,SLC16A2,SLC16A2_1,chrX,74421443,74421503
11022,RLIM,RLIM_1,chrX,74614597,74614657
11023,RLIM,RLIM_2,chrX,74924940,74925000
11024,NEXMIF,NEXMIF_1,chrX,74925435,74925495
11025,ABCB7,ABCB7_1,chrX,75156271,75156331
11026,UPRT,UPRT_1,chrX,75274035,75274095
11027,UPRT,UPRT_2,chrX,75274173,75274233
11028,ZDHHC15,ZDHHC15_1,chrX,75523248,75523308
11029,PBDC1,PBDC1_2,chrX,76172799,76172859
11030,PBDC1,PBDC1_1,chrX,76173012,76173072
11031,ATRX,ATRX_1,chrX,77786205,77786265
11032,MAGT1,MAGT1_1,chrX,77895420,77895480
11033,COX7B,COX7B_1,chrX,77899425,77899485
11034,ATP7A,ATP7A_1,chrX,77910643,77910703
11035,PGK1,PGK1_1,chrX,78104198,78104258
11036,TAF9B,TAF9B_1,chrX,78139630,78139690
11037,CYSLTR1,CYSLTR1_1,chrX,78327600,78327660
11038,CYSLTR1,CYSLTR1_2,chrX,78327793,78327853
11039,LPAR4,LPAR4_1,chrX,78747670,78747730
11040,P2RY10,P2RY10_1,chrX,78945353,78945413
11041,ITM2A,ITM2A_1,chrX,79367320,79367380
11042,TBX22,TBX22_1,chrX,80014703,80014763
11043,BRWD3,BRWD3_1,chrX,80809709,80809769
11044,BRWD3,BRWD3_2,chrX,80809823,80809883
11045,SH3BGRL,SH3BGRL_3,chrX,80810104,80810164
11046,HMGN5,HMGN5_1,chrX,81121627,81121687
11047,SH3BGRL,SH3BGRL_4,chrX,81201819,81201879
11048,SH3BGRL,SH3BGRL_1,chrX,81202052,81202112
11049,RPS6KA6,RPS6KA6_1,chrX,84188002,84188062
11050,RPS6KA6,RPS6KA6_2,chrX,84188170,84188230
11051,HDX,HDX_1,chrX,84502442,84502502
11052,APOOL,APOOL_1,chrX,85003831,85003891
11053,ZNF711,ZNF711_1,chrX,85243941,85244001
11054,ZNF711,ZNF711_2,chrX,85244083,85244143
11055,ZNF711,ZNF711_3,chrX,85244772,85244832
11056,DACH2,DACH2_1,chrX,86148401,86148461
11057,KLHL4,KLHL4_2,chrX,87517450,87517510
11058,KLHL4,KLHL4_1,chrX,87517752,87517812
11059,PABPC5,PABPC5_1,chrX,91434789,91434849
11060,DIAPH2,DIAPH2_2,chrX,96684431,96684491
11061,DIAPH2,DIAPH2_1,chrX,96684792,96684852
11062,PCDH19,PCDH19_1,chrX,100410262,100410322
11063,TSPAN6,TSPAN6_1,chrX,100636740,100636800
11064,SYTL4,SYTL4_2,chrX,100731519,100731579
11065,SYTL4,SYTL4_1,chrX,100732109,100732169
11066,CSTF2,CSTF2_1,chrX,100820361,100820421
11067,XKRX,XKRX_1,chrX,100928867,100928927
11068,TRMT2B,TRMT2B_1,chrX,101052100,101052160
11069,TMEM35,TMEM35_1,chrX,101078829,101078889
11070,DRP2,DRP2_1,chrX,101219737,101219797
11071,TAF7L,TAF7L_1,chrX,101291323,101291383
11072,TIMM8A,TIMM8A_1,chrX,101348707,101348767
11073,TIMM8A,TIMM8A_2,chrX,101349216,101349276
11074,BTK,BTK_1,chrX,101386180,101386240
11075,RPL36A,RPL36A_1,chrX,101390965,101391025
11076,RPL36A,RPL36A_4,chrX,101391490,101391550
11077,RPL36A,RPL36A_3,chrX,101391736,101391796
11078,GLA,GLA_1,chrX,101407914,101407974
11079,HNRNPH2,HNRNPH2_1,chrX,101408172,101408232
11080,ARMCX4,ARMCX4_2,chrX,101418145,101418205
11081,ARMCX4,ARMCX4_5,chrX,101418248,101418308
11082,ARMCX4,ARMCX4_3,chrX,101485182,101485242
11083,ARMCX4,ARMCX4_1,chrX,101485406,101485466
11084,ARMCX1,ARMCX1_1,chrX,101550500,101550560
11085,ARMCX6,ARMCX6_1,chrX,101617965,101618025
11086,ARMCX3,ARMCX3_1,chrX,101623101,101623161
11087,ARMCX2,ARMCX2_1,chrX,101659839,101659899
11088,ZMAT1,ZMAT1_1,chrX,101931787,101931847
11089,TCEAL2,TCEAL2_1,chrX,102125629,102125689
11090,TCEAL2,TCEAL2_2,chrX,102126371,102126431
11091,TCEAL6,TCEAL6_1,chrX,102142435,102142495
11092,BEX5,BEX5_1,chrX,102155960,102156020
11093,TMSB15A,TMSB15A_1,chrX,102516728,102516788
11094,ARMCX5,ARMCX5_1,chrX,102599156,102599216
11095,GPRASP2,GPRASP2_1,chrX,102599476,102599536
11096,GPRASP2,GPRASP2_2,chrX,102651433,102651493
11097,BHLHB9,BHLHB9_2,chrX,102712398,102712458
11098,BHLHB9,BHLHB9_4,chrX,102712807,102712867
11099,BHLHB9,BHLHB9_5,chrX,102720476,102720536
11100,BHLHB9,BHLHB9_1,chrX,102720693,102720753
11101,BEX1,BEX1_1,chrX,103064160,103064220
11102,BEX4,BEX4_1,chrX,103215058,103215118
11103,TCEAL8,TCEAL8_1,chrX,103255144,103255204
11104,TCEAL5,TCEAL5_1,chrX,103276739,103276799
11105,TCEAL5,TCEAL5_2,chrX,103276840,103276900
11106,TCEAL7,TCEAL7_2,chrX,103310669,103310729
11107,BEX2,BEX2_1,chrX,103310979,103311039
11108,TCEAL7,TCEAL7_1,chrX,103330189,103330249
11109,TCEAL9,TCEAL9_1,chrX,103356456,103356516
11110,TCEAL9,TCEAL9_2,chrX,103357087,103357147
11111,BEX3,BEX3_2,chrX,103376261,103376321
11112,BEX3,BEX3_1,chrX,103376488,103376548
11113,TCEAL4,TCEAL4_1,chrX,103585473,103585533
11114,TCEAL4,TCEAL4_2,chrX,103586217,103586277
11115,TCEAL3,TCEAL3_1,chrX,103607913,103607973
11116,TCEAL3,TCEAL3_2,chrX,103609004,103609064
11117,TCEAL1,TCEAL1_3,chrX,103628680,103628740
11118,TCEAL1,TCEAL1_1,chrX,103628925,103628985
11119,TCEAL1,TCEAL1_2,chrX,103629455,103629515
11120,MORF4L2,MORF4L2_1,chrX,103686688,103686748
11121,TMEM31,TMEM31_1,chrX,103687217,103687277
11122,RAB9B,RAB9B_2,chrX,103832245,103832305
11123,RAB9B,RAB9B_3,chrX,103918735,103918795
11124,RAB9B,RAB9B_1,chrX,103919071,103919131
11125,SLC25A53,SLC25A53_1,chrX,104156979,104157039
11126,FAM199X,FAM199X_2,chrX,104157013,104157073
11127,FAM199X,FAM199X_1,chrX,104166475,104166535
11128,ESX1,ESX1_1,chrX,104254922,104254982
11129,IL1RAPL2,IL1RAPL2_1,chrX,104566149,104566209
11130,NRK,NRK_1,chrX,105822558,105822618
11131,CXorf57,CXorf57_1,chrX,106611931,106611991
11132,RNF128,RNF128_1,chrX,106726653,106726713
11133,TBC1D8B,TBC1D8B_1,chrX,106802687,106802747
11134,CLDN2,CLDN2_2,chrX,106918322,106918382
11135,MORC4,MORC4_2,chrX,107000088,107000148
11136,MORC4,MORC4_1,chrX,107000201,107000261
11137,RBM41,RBM41_1,chrX,107118811,107118871
11138,NUP62CL,NUP62CL_1,chrX,107206422,107206482
11139,PIH1D3,PIH1D3_1,chrX,107206595,107206655
11140,PRPS1,PRPS1_1,chrX,107628465,107628525
11141,NUP62CL,NUP62CL_2,chrX,107677005,107677065
11142,TSC22D3,TSC22D3_2,chrX,107716497,107716557
11143,TSC22D3,TSC22D3_1,chrX,107717051,107717111
11144,TSC22D3,TSC22D3_4,chrX,107775748,107775808
11145,TSC22D3,TSC22D3_3,chrX,107775929,107775989
11146,MID2,MID2_2,chrX,107825689,107825749
11147,MID2,MID2_1,chrX,107825820,107825880
11148,MID2,MID2_4,chrX,107826045,107826105
11149,MID2,MID2_3,chrX,107826279,107826339
11150,VSIG1,VSIG1_1,chrX,107935740,107935800
11151,VSIG1,VSIG1_2,chrX,108018834,108018894
11152,VSIG1,VSIG1_4,chrX,108020739,108020799
11153,PSMD10,PSMD10_1,chrX,108091531,108091591
11154,ATG4A,ATG4A_2,chrX,108091600,108091660
11155,ATG4A,ATG4A_1,chrX,108091738,108091798
11156,COL4A6,COL4A6_1,chrX,108438411,108438471
11157,COL4A6,COL4A6_2,chrX,108439447,108439507
11158,COL4A5,COL4A5_1,chrX,108439788,108439848
11159,NXT2,NXT2_2,chrX,109536794,109536854
11160,NXT2,NXT2_1,chrX,109537155,109537215
11161,ACSL4,ACSL4_1,chrX,109733223,109733283
11162,TMEM164,TMEM164_2,chrX,110002375,110002435
11163,TMEM164,TMEM164_1,chrX,110003064,110003124
11164,AMMECR1,AMMECR1_1,chrX,110318073,110318133
11165,CHRDL1,CHRDL1_1,chrX,110795806,110795866
11166,PAK3,PAK3_1,chrX,111096141,111096201
11167,PAK3,PAK3_2,chrX,111096259,111096319
11168,RP6-170F5,RP6-170F5_1,chrX,111511623,111511683
11169,ALG13,ALG13_1,chrX,111681129,111681189
11170,LHFPL1,LHFPL1_1,chrX,112680115,112680175
11171,LHFPL1,LHFPL1_2,chrX,112719090,112719150
11172,AMOT,AMOT_2,chrX,112840459,112840519
11173,AMOT,AMOT_1,chrX,112840819,112840879
11174,HTR2C,HTR2C_1,chrX,114584036,114584096
11175,LRCH2,LRCH2_2,chrX,115234061,115234121
11176,PLS3,PLS3_1,chrX,115561146,115561206
11177,PLS3,PLS3_2,chrX,115593503,115593563
11178,LRCH2,LRCH2_1,chrX,115969101,115969161
11179,KLHL13,KLHL13_1,chrX,118116783,118116843
11180,WDR44,WDR44_2,chrX,118345785,118345845
11181,WDR44,WDR44_1,chrX,118346087,118346147
11182,DOCK11,DOCK11_1,chrX,118495894,118495954
11183,IL13RA1,IL13RA1_2,chrX,118727155,118727215
11184,IL13RA1,IL13RA1_1,chrX,118727558,118727618
11185,ZCCHC12,ZCCHC12_1,chrX,118823774,118823834
11186,ZCCHC12,ZCCHC12_2,chrX,118825183,118825243
11187,LONRF3,LONRF3_1,chrX,118974568,118974628
11188,LONRF3,LONRF3_2,chrX,118975312,118975372
11189,PGRMC1,PGRMC1_1,chrX,119236235,119236295
11190,SLC25A43,SLC25A43_1,chrX,119399265,119399325
11191,SLC25A5,SLC25A5_1,chrX,119468395,119468455
11192,FLJ22965,FLJ22965_1,chrX,119565398,119565458
11193,UBE2A,UBE2A_1,chrX,119574513,119574573
11194,NKRF,NKRF_2,chrX,119605867,119605927
11195,NKRF,NKRF_1,chrX,119606413,119606473
11196,SEPT6,SEPT6_1,chrX,119693148,119693208
11197,SEPT6,SEPT6_2,chrX,119693385,119693445
11198,RPL39,RPL39_1,chrX,119791614,119791674
11199,UPF3B,UPF3B_1,chrX,119852952,119853012
11200,NDUFA1,NDUFA1_2,chrX,119871408,119871468
11201,NDUFA1,NDUFA1_1,chrX,119871801,119871861
11202,NKAP,NKAP_1,chrX,119943738,119943798
11203,ZBTB33,ZBTB33_1,chrX,120250762,120250822
11204,TMEM255A,TMEM255A_1,chrX,120311450,120311510
11205,LAMP2,LAMP2_1,chrX,120469285,120469345
11206,CUL4B,CUL4B_1,chrX,120560768,120560828
11207,MCTS1,MCTS1_2,chrX,120560799,120560859
11208,MCTS1,MCTS1_1,chrX,120604062,120604122
11209,C1GALT1C1,C1GALT1C1_1,chrX,120630043,120630103
11210,LAMP2,LAMP2_2,chrX,120630073,120630133
11211,GRIA3,GRIA3_3,chrX,123183523,123183583
11212,GRIA3,GRIA3_1,chrX,123183912,123183972
11213,GRIA3,GRIA3_5,chrX,123184190,123184250
11214,GRIA3,GRIA3_2,chrX,123184295,123184355
11215,GRIA3,GRIA3_4,chrX,123184455,123184515
11216,XIAP,XIAP_3,chrX,123859693,123859753
11217,XIAP,XIAP_1,chrX,123860003,123860063
11218,XIAP,XIAP_2,chrX,123860131,123860191
11219,STAG2,STAG2_2,chrX,123960498,123960558
11220,STAG2,STAG2_3,chrX,123961262,123961322
11221,STAG2,STAG2_1,chrX,123961688,123961748
11222,SH2D1A,SH2D1A_2,chrX,124346232,124346292
11223,SH2D1A,SH2D1A_1,chrX,124346513,124346573
11224,TENM1,TENM1_1,chrX,125204301,125204361
11225,DCAF12L1,DCAF12L1_1,chrX,126552803,126552863
11226,SMARCA1,SMARCA1_1,chrX,129523479,129523539
11227,OCRL,OCRL_2,chrX,129539799,129539859
11228,OCRL,OCRL_1,chrX,129540221,129540281
11229,APLN,APLN_1,chrX,129654944,129655004
11230,XPNPEP2,XPNPEP2_2,chrX,129739069,129739129
11231,SASH3,SASH3_1,chrX,129779913,129779973
11232,ZDHHC9,ZDHHC9_2,chrX,129843386,129843446
11233,ZDHHC9,ZDHHC9_1,chrX,129843875,129843935
11234,ZDHHC9,ZDHHC9_3,chrX,129844254,129844314
11235,UTP14A,UTP14A_1,chrX,129906115,129906175
11236,BCORL1,BCORL1_2,chrX,129980266,129980326
11237,BCORL1,BCORL1_1,chrX,129980929,129980989
11238,ELF4,ELF4_3,chrX,130082347,130082407
11239,ELF4,ELF4_1,chrX,130110486,130110546
11240,RAB33A,RAB33A_3,chrX,130110613,130110673
11241,ELF4,ELF4_2,chrX,130110704,130110764
11242,AIFM1,AIFM1_2,chrX,130165712,130165772
11243,AIFM1,AIFM1_1,chrX,130165830,130165890
11244,RAB33A,RAB33A_4,chrX,130165887,130165947
11245,RAB33A,RAB33A_2,chrX,130171687,130171747
11246,RAB33A,RAB33A_1,chrX,130171920,130171980
11247,ZNF280C,ZNF280C_1,chrX,130268888,130268948
11248,SLC25A14,SLC25A14_1,chrX,130339904,130339964
11249,RBMX2,RBMX2_1,chrX,130401937,130401997
11250,ENOX2,ENOX2_1,chrX,130903198,130903258
11251,ARHGAP36,ARHGAP36_2,chrX,131058296,131058356
11252,ARHGAP36,ARHGAP36_3,chrX,131078667,131078727
11253,ARHGAP36,ARHGAP36_1,chrX,131081626,131081686
11254,IGSF1,IGSF1_1,chrX,131289275,131289335
11255,STK26,STK26_1,chrX,132023252,132023312
11256,STK26,STK26_2,chrX,132023539,132023599
11257,RAP2C,RAP2C_2,chrX,132217358,132217418
11258,RAP2C,RAP2C_1,chrX,132218015,132218075
11259,MBNL3,MBNL3_1,chrX,132488238,132488298
11260,MBNL3,MBNL3_2,chrX,132490024,132490084
11261,HS6ST2,HS6ST2_1,chrX,132958571,132958631
11262,GPC4,GPC4_1,chrX,133415478,133415538
11263,GPC3,GPC3_3,chrX,133985479,133985539
11264,GPC3,GPC3_1,chrX,133985583,133985643
11265,GPC3,GPC3_2,chrX,133985897,133985957
11266,PHF6,PHF6_1,chrX,134373291,134373351
11267,HPRT1,HPRT1_1,chrX,134460142,134460202
11268,FAM122B,FAM122B_2,chrX,134796269,134796329
11269,FAM122C,FAM122C_2,chrX,134796278,134796338
11270,FAM122B,FAM122B_1,chrX,134797156,134797216
11271,FAM122C,FAM122C_1,chrX,134807187,134807247
11272,MOSPD1,MOSPD1_1,chrX,134915246,134915306
11273,FAM127B,FAM127B_1,chrX,135052124,135052184
11274,SMIM10L2B,SMIM10L2B_1,chrX,135098698,135098758
11275,ZNF75D,ZNF75D_3,chrX,135307730,135307790
11276,ZNF449,ZNF449_2,chrX,135344095,135344155
11277,ZNF75D,ZNF75D_1,chrX,135344098,135344158
11278,ZNF75D,ZNF75D_2,chrX,135344615,135344675
11279,ZNF449,ZNF449_1,chrX,135344746,135344806
11280,SMIM10L2A,SMIM10L2A_1,chrX,135421918,135421978
11281,INTS6L,INTS6L_1,chrX,135520610,135520670
11282,MMGT1,MMGT1_2,chrX,135973744,135973804
11283,MMGT1,MMGT1_1,chrX,135973977,135974037
11284,SLC9A6,SLC9A6_1,chrX,135985405,135985465
11285,FHL1,FHL1_1,chrX,136147483,136147543
11286,FHL1,FHL1_2,chrX,136204854,136204914
11287,MAP7D3,MAP7D3_1,chrX,136251369,136251429
11288,MAP7D3,MAP7D3_2,chrX,136251559,136251619
11289,HTATSF1,HTATSF1_3,chrX,136496882,136496942
11290,HTATSF1,HTATSF1_2,chrX,136497184,136497244
11291,HTATSF1,HTATSF1_1,chrX,136497503,136497563
11292,CD40LG,CD40LG_1,chrX,136648132,136648192
11293,ARHGEF6,ARHGEF6_1,chrX,136780875,136780935
11294,RBMX,RBMX_1,chrX,136880714,136880774
11295,ZIC3,ZIC3_2,chrX,137564248,137564308
11296,ZIC3,ZIC3_1,chrX,137566080,137566140
11297,ZIC3,ZIC3_3,chrX,137566470,137566530
11298,FGF13,FGF13_1,chrX,138711643,138711703
11299,MCF2,MCF2_1,chrX,139642670,139642730
11300,LDOC1,LDOC1_1,chrX,141177089,141177149
11301,SLITRK4,SLITRK4_2,chrX,143634431,143634491
11302,SLITRK4,SLITRK4_1,chrX,143636067,143636127
11303,FMR1,FMR1_1,chrX,147911901,147911961
11304,FMR1,FMR1_2,chrX,147912020,147912080
11305,AFF2,AFF2_2,chrX,148500575,148500635
11306,AFF2,AFF2_1,chrX,148500981,148501041
11307,IDS,IDS_1,chrX,149505295,149505355
11308,CXorf40A,CXorf40A_2,chrX,149540662,149540722
11309,CXorf40A,CXorf40A_1,chrX,149540962,149541022
11310,TMEM185A,TMEM185A_1,chrX,149631781,149631841
11311,CXorf40B,CXorf40B_1,chrX,149938463,149938523
11312,MTM1,MTM1_1,chrX,150568571,150568631
11313,MTMR1,MTMR1_1,chrX,150693346,150693406
11314,CD99L2,CD99L2_1,chrX,150898615,150898675
11315,HMGB3,HMGB3_1,chrX,150983236,150983296
11316,HMGB3,HMGB3_2,chrX,150983417,150983477
11317,VMA21,VMA21_2,chrX,151396545,151396605
11318,VMA21,VMA21_1,chrX,151397165,151397225
11319,GABRE,GABRE_1,chrX,151974665,151974725
11320,GABRA3,GABRA3_1,chrX,152451269,152451329
11321,GABRA3,GABRA3_3,chrX,152451654,152451714
11322,GABRQ,GABRQ_1,chrX,152637845,152637905
11323,CETN2,CETN2_1,chrX,152830723,152830783
11324,NSDHL,NSDHL_2,chrX,152830723,152830783
11325,NSDHL,NSDHL_1,chrX,152831013,152831073
11326,ZNF185,ZNF185_1,chrX,152898017,152898077
11327,ZNF185,ZNF185_3,chrX,152918066,152918126
11328,PNMA3,PNMA3_2,chrX,153032895,153032955
11329,PNMA3,PNMA3_1,chrX,153056351,153056411
11330,HAUS7,HAUS7_1,chrX,153470558,153470618
11331,TREX2,TREX2_1,chrX,153470558,153470618
11332,HAUS7,HAUS7_3,chrX,153470581,153470641
11333,BGN,BGN_1,chrX,153494930,153494990
11334,FAM58A,FAM58A_1,chrX,153599122,153599182
11335,DUSP9,DUSP9_2,chrX,153642340,153642400
11336,DUSP9,DUSP9_1,chrX,153647153,153647213
11337,PNCK,PNCK_1,chrX,153673802,153673862
11338,BCAP31,BCAP31_1,chrX,153724055,153724115
11339,BCAP31,BCAP31_2,chrX,153724374,153724434
11340,ABCD1,ABCD1_1,chrX,153724806,153724866
11341,PLXNB3,PLXNB3_1,chrX,153764199,153764259
11342,BCAP31,BCAP31_3,chrX,153766469,153766529
11343,SRPK3,SRPK3_1,chrX,153780991,153781051
11344,IDH3G,IDH3G_1,chrX,153794325,153794385
11345,SSR4,SSR4_1,chrX,153794618,153794678
11346,PDZD4,PDZD4_2,chrX,153830360,153830420
11347,PDZD4,PDZD4_1,chrX,153830533,153830593
11348,L1CAM,L1CAM_2,chrX,153875862,153875922
11349,L1CAM,L1CAM_3,chrX,153876003,153876063
11350,L1CAM,L1CAM_4,chrX,153879456,153879516
11351,L1CAM,L1CAM_1,chrX,153886131,153886191
11352,ARHGAP4,ARHGAP4_1,chrX,153926253,153926313
11353,NAA10,NAA10_1,chrX,153935008,153935068
11354,NAA10,NAA10_3,chrX,153935248,153935308
11355,RENBP,RENBP_1,chrX,153944632,153944692
11356,RENBP,RENBP_2,chrX,153944769,153944829
11357,HCFC1,HCFC1_2,chrX,153971197,153971257
11358,HCFC1,HCFC1_1,chrX,153971807,153971867
11359,TMEM187,TMEM187_3,chrX,153972110,153972170
11360,TMEM187,TMEM187_2,chrX,153972241,153972301
11361,TMEM187,TMEM187_1,chrX,153972704,153972764
11362,IRAK1,IRAK1_1,chrX,154019886,154019946
11363,IRAK1,IRAK1_2,chrX,154020619,154020679
11364,MECP2,MECP2_3,chrX,154096919,154096979
11365,MECP2,MECP2_1,chrX,154097687,154097747
11366,MECP2,MECP2_2,chrX,154137054,154137114
11367,TEX28,TEX28_1,chrX,154295098,154295158
11368,FLNA,FLNA_1,chrX,154371206,154371266
11369,FLNA,FLNA_3,chrX,154371347,154371407
11370,EMD,EMD_2,chrX,154373608,154373668
11371,FLNA,FLNA_2,chrX,154374623,154374683
11372,EMD,EMD_1,chrX,154379245,154379305
11373,RPL10,RPL10_1,chrX,154398327,154398387
11374,RPL10,RPL10_2,chrX,154398437,154398497
11375,DNASE1L1,DNASE1L1_2,chrX,154409194,154409254
11376,TAZ,TAZ_2,chrX,154409256,154409316
11377,TAZ,TAZ_3,chrX,154411212,154411272
11378,TAZ,TAZ_1,chrX,154411496,154411556
11379,DNASE1L1,DNASE1L1_1,chrX,154412090,154412150
11380,ATP6AP1,ATP6AP1_1,chrX,154428627,154428687
11381,GDI1,GDI1_2,chrX,154436926,154436986
11382,GDI1,GDI1_1,chrX,154437115,154437175
11383,FAM50A,FAM50A_1,chrX,154444091,154444151
11384,PLXNA3,PLXNA3_1,chrX,154458231,154458291
11385,LAGE3,LAGE3_3,chrX,154478911,154478971
11386,LAGE3,LAGE3_2,chrX,154479202,154479262
11387,UBL4A,UBL4A_2,chrX,154486588,154486648
11388,LAGE3,LAGE3_1,chrX,154486604,154486664
11389,SLC10A3,SLC10A3_1,chrX,154490618,154490678
11390,FAM3A,FAM3A_1,chrX,154516221,154516281
11391,IKBKG,IKBKG_3,chrX,154542188,154542248
11392,G6PD,G6PD_1,chrX,154546833,154546893
11393,G6PD,G6PD_3,chrX,154547212,154547272
11394,IKBKG,IKBKG_2,chrX,154547286,154547346
11395,G6PD,G6PD_2,chrX,154547552,154547612
11396,IKBKG,IKBKG_1,chrX,154547592,154547652
11397,GAB3,GAB3_1,chrX,154751066,154751126
11398,GAB3,GAB3_2,chrX,154751520,154751580
11399,DKC1,DKC1_2,chrX,154762692,154762752
11400,DKC1,DKC1_1,chrX,154762825,154762885
11401,GAB3,GAB3_3,chrX,154763306,154763366
11402,MPP1,MPP1_1,chrX,154805411,154805471
11403,FUNDC2,FUNDC2_3,chrX,155026593,155026653
11404,FUNDC2,FUNDC2_1,chrX,155026867,155026927
11405,F8,F8_3,chrX,155027365,155027425
11406,CMC4,CMC4_3,chrX,155070812,155070872
11407,CMC4,CMC4_1,chrX,155071118,155071178
11408,CMC4,CMC4_4,chrX,155071318,155071378
11409,BRCC3,BRCC3_1,chrX,155071460,155071520
11410,VBP1,VBP1_1,chrX,155216410,155216470
11411,RAB39B,RAB39B_1,chrX,155264480,155264540
11412,CLIC2,CLIC2_1,chrX,155334548,155334608
11413,SPRY3,SPRY3_1,chrX,155612536,155612596
11414,TMLHE,TMLHE_1,chrX,155612941,155613001
11415,EIF1AY,EIF1AY_1,chrY,20575727,20575787
11416,TUBB8,TUBB8_1,chr10,76627,76687
11417,ZMYND11,ZMYND11_3,chr10,134434,134494
11418,ZMYND11,ZMYND11_2,chr10,134750,134810
11419,ZMYND11,ZMYND11_4,chr10,135215,135275
11420,ZMYND11,ZMYND11_1,chr10,135405,135465
11421,DIP2C,DIP2C_1,chr10,689657,689717
11422,LARP4B,LARP4B_1,chr10,931693,931753
11423,GTPBP4,GTPBP4_2,chr10,987970,988030
11424,GTPBP4,GTPBP4_1,chr10,988384,988444
11425,IDI1,IDI1_3,chr10,1048875,1048935
11426,WDR37,WDR37_2,chr10,1049045,1049105
11427,IDI1,IDI1_1,chr10,1049107,1049167
11428,IDI1,IDI1_2,chr10,1049346,1049406
11429,WDR37,WDR37_4,chr10,1049433,1049493
11430,WDR37,WDR37_1,chr10,1056353,1056413
11431,WDR37,WDR37_3,chr10,1056749,1056809
11432,ADARB2,ADARB2_1,chr10,1737451,1737511
11433,ADARB2,ADARB2_3,chr10,1737806,1737866
11434,PFKP,PFKP_1,chr10,3067498,3067558
11435,PITRM1,PITRM1_1,chr10,3172771,3172831
11436,KLF6,KLF6_1,chr10,3785198,3785258
11437,AKR1E2,AKR1E2_1,chr10,4826230,4826290
11438,NET1,NET1_2,chr10,5412535,5412595
11439,NET1,NET1_1,chr10,5446559,5446619
11440,ASB13,ASB13_1,chr10,5666570,5666630
11441,FAM208B,FAM208B_1,chr10,5684788,5684848
11442,GDI2,GDI2_1,chr10,5813419,5813479
11443,ANKRD16,ANKRD16_1,chr10,5889854,5889914
11444,FBXO18,FBXO18_1,chr10,5890202,5890262
11445,IL15RA,IL15RA_1,chr10,5977532,5977592
11446,IL15RA,IL15RA_2,chr10,5978035,5978095
11447,IL2RA,IL2RA_1,chr10,6062356,6062416
11448,RBM17,RBM17_2,chr10,6072589,6072649
11449,RBM17,RBM17_1,chr10,6088984,6089044
11450,PFKFB3,PFKFB3_2,chr10,6144871,6144931
11451,PFKFB3,PFKFB3_1,chr10,6202882,6202942
11452,PFKFB3,PFKFB3_3,chr10,6203086,6203146
11453,PRKCQ,PRKCQ_2,chr10,6579047,6579107
11454,PRKCQ,PRKCQ_1,chr10,6580190,6580250
11455,SFMBT2,SFMBT2_3,chr10,7409356,7409416
